0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,High_Risk_Flag,Segment_Name
1.2486952779788774,1.1696903810032706,-1.2898707934578333,0.7131722312258153,0.7627280234008538,0.3174337742469243,1.5098296454005724,-0.5749551393252016,-0.5887829929993158,-0.9069604607018745,-1.1750135351077151,-0.713013610490207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,"High Loan, Higher Default Risk"
0.46256125759429073,-1.073099293690005,-1.2898707934578333,0.03340249434298096,-1.8719110902463092,0.6037971249432924,0.7742736994913577,0.2171674817921133,2.1172315908466044,-0.9069604607018745,-1.1750135351077151,-0.3565068052451035,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,"High Income, Low Default Risk"
-0.6380263709441304,-0.265744937975784,-0.4159745919281359,1.5224617777379648,1.4213878018126445,-0.9155195412513271,2.710611276338661,0.9931351134612768,-0.08223027602403203,0.04174295007414489,0.8864720523927332,-0.3565068052451035,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,"High Loan, Higher Default Risk"
1.5631488861327119,0.08690927913360781,0.4579216096015614,1.3331128914949042,-0.5545915334227278,0.27500957414375865,0.7279096562194218,-0.7157500780247333,-0.514285304206291,-0.4326087553138648,-0.24402004397848046,-0.3565068052451035,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,"High Loan, Higher Default Risk"
-1.188320185213341,-0.8498928896680551,-0.4159745919281359,-1.5865558750234288,0.10406824498906299,1.3090994516584207,-0.8097325498404571,-1.1094558491490327,-0.8049579080762431,-0.4326087553138648,-0.027896554966336667,-1.0695204157353104,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,"Moderate Income, High Loan Burden"
-0.16634595871337848,1.5006320823173027,1.3318178111312586,-0.6102806967684371,-0.5545915334227278,1.2375086139843288,0.5087347729027304,-0.9170879112396841,-0.6554868881077099,-0.4326087553138648,0.6703485633805893,1.0695204157353104,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,"Moderate Income, Medium Risk"
1.2486952779788774,-0.7573389369762042,-0.4159745919281359,0.8289263885169144,0.7627280234008538,1.5556901147580708,1.3906587287226548,0.6627973788811728,-0.06795030393349892,-0.9069604607018745,-1.1750135351077151,1.7825340262255174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,"High Loan, Higher Default Risk"
-0.3235727627902958,-0.8005172354328856,-1.2898707934578333,-0.19106541090080162,-1.8719110902463092,-0.379914014948861,-0.8097325498404571,-0.31067834886387563,1.00667350659787,-0.9069604607018745,-1.1750135351077151,-1.0695204157353104,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,"Moderate Income, High Loan Burden"
-0.009119154636461176,0.36287303269842697,1.3318178111312586,-1.298024480906767,1.4213878018126445,-0.5469593028550754,-0.2900894639421367,-0.8349317956692061,-0.7232549594801755,0.5160946554621546,0.8864720523927332,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,"Moderate Income, Medium Risk"
-0.952479979097965,0.4814065330331213,-1.2898707934578333,-1.4631038646337926,0.7627280234008538,0.9405392132621695,-0.8097325498404571,-0.9102533507507586,-0.729872755463233,-0.9069604607018745,-1.1750135351077151,1.0695204157353104,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,"Moderate Income, High Loan Burden"
